date,rank,ranking changes,title,artist,score,seqmom,release,genre
2022.06.30,65,+40,미친 것처럼,V.O.S,25358659,2373522,2022.05.15,발라드
2022.06.30,66,-11,Counting Stars (Feat. Beenzino),BE`O (비오),24897421,2287362,2021.12.12,랩/힙합
2022.06.30,67,+13,롤린 (Rollin`),브레이브걸스 (Brave Girls),24747055,1205117,2017.03.07,댄스/팝
2022.06.30,68,-29,With you,"지민, 하성운",24670668,2362529,2022.04.24,발라드
2022.06.30,69,+2,문득,BE`O (비오),24658180,2154356,2021.05.02,랩/힙합
2022.06.30,70,+8,헤픈 우연,헤이즈 (Heize),24364397,2165550,2021.05.20,알앤비/소울
2022.06.30,71,+12,Off My Face,Justin Bieber,24164372,2126959,2021.03.19,팝
2022.06.30,72,+31,Darl+ing,세븐틴,23887481,2356594,2022.05.27,댄스/팝
2022.06.30,73,+4,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),23784194,2239874,2021.09.19,인디
2022.06.30,74,+13,My Universe,"Coldplay, 방탄소년단",23722940,2240545,2021.09.24,팝
2022.06.30,75,+4,Dun Dun Dance,오마이걸 (OH MY GIRL),23715469,2161253,2021.05.10,댄스/팝
2022.06.30,76,-30,Step Back,GOT the beat,23682680,2302482,2022.01.03,댄스/팝
2022.06.30,77,+14,봄날,방탄소년단,23450132,1192402,2017.02.13,랩/힙합
2022.06.30,78,+8,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,22616062,2127250,2021.03.20,랩/힙합
2022.06.30,79,-18,abcdefu,GAYLE,21666306,2222507,2021.08.13,팝
2022.06.30,80,new,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),21226614,2384669,2022.06.09,댄스/팝
2022.06.30,81,-27,존재만으로,원슈타인 (Wonstein),20250967,2326963,2022.02.26,댄스/팝
2022.06.30,82,-37,아버지,임영웅,19821259,2368351,2022.05.02,발라드
2022.06.30,83,+30,Love story,볼빨간사춘기,19566858,2360259,2022.04.20,인디
2022.06.30,84,new,고백하는 취한밤에 (Prod. 2soo),임재현,19155193,2384786,2022.06.11,인디
2022.06.30,85,+4,사랑인걸,한동근,18341949,2336679,2022.03.13,발라드
2022.06.30,86,new,Born Singer,방탄소년단,18174595,2384908,2022.06.10,댄스/팝
2022.06.30,87,new,빛이 나는 사람,김호중,18156651,2387917,2022.06.18,발라드
2022.06.30,88,-12,초대,멜로망스(Melomance),17858022,2368433,2022.05.03,인디
2022.06.30,89,-27,손이 참 곱던 그대,임영웅,16970014,2368352,2022.05.02,발라드
2022.06.30,90,-24,A bientot,임영웅,16712139,2368350,2022.05.02,발라드
2022.06.30,91,-28,사랑해 진짜,임영웅,16448878,2368347,2022.05.02,발라드
2022.06.30,92,-17,Dreams Come True,aespa,16376823,2292703,2021.12.20,댄스/팝
2022.06.30,93,new,어마어마해,WSG워너비,16294780,2381275,2022.06.04,댄스/팝
2022.06.30,94,-21,인생찬가,임영웅,16257814,2368343,2022.05.02,발라드
2022.06.30,95,-13,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick),16215261,2272214,2021.11.20,랩/힙합
2022.06.30,96,+4,버퍼링 (Glitch Mode),NCT DREAM,15652955,2347659,2022.03.28,댄스/팝
2022.06.30,97,-25,연애편지,임영웅,15605390,2368346,2022.05.02,발라드
2022.06.30,98,new,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",15501454,2391369,2022.06.24,팝
2022.06.30,99,+23,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,15497724,745045,2014.08.28,인디
2022.06.30,100,new,달려라 방탄,방탄소년단,15470141,2384889,2022.06.10,댄스/팝
2022.06.30,101,-11,낙하 (with 아이유),AKMU (악뮤),15226479,2211516,2021.07.26,댄스/팝
2022.06.30,102,+38,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,15206786,1754120,2019.04.12,랩/힙합
2022.06.30,103,new,러브 쉿!,조유리,15095993,2381444,2022.06.02,댄스/팝
2022.06.30,104,+29,YOU AND I,WSG워너비 조별경연 (대청봉),14910385,2372158,2022.05.28,댄스/팝
2022.06.30,105,+1,Every Second,Mina Okabe,14759575,2171816,2021.05.21,팝
2022.06.30,106,-12,서랍,10cm,14379135,2284305,2021.12.07,포크/어쿠스틱
2022.06.30,107,+8,2002,Anne-Marie,14239113,1512809,2018.04.27,알앤비/소울
2022.06.30,108,new,For Youth,방탄소년단,14215827,2384874,2022.06.10,댄스/팝
2022.06.30,109,-59,감동이야 (Feat. 성시경),싸이 (Psy),14128588,2364948,2022.04.29,댄스/팝
2022.06.30,110,-29,사랑역,임영웅,14066764,2368349,2022.05.02,발라드
2022.06.30,111,-3,마지막 너의 인사,헤이즈 (Heize),13886176,2356196,2022.04.16,발라드
2022.06.30,112,-1,Loving You Girl (Feat. Hkeem),Peder Elias,13845065,2161572,2021.05.14,팝
2022.06.30,113,+30,Happy Song,멜로망스(MeloMance),13817673,2372150,2022.05.14,댄스/팝
2022.06.30,114,-22,나는 트로트가 싫어요,임창정,13649376,2263357,2021.11.01,발라드
2022.06.30,115,new,해요 (2022),#안녕,13505122,2384550,2022.06.07,발라드
2022.06.30,116,-18,봄 to 러브,10cm,13457865,2360574,2022.04.23,댄스/팝
2022.06.30,117,-33,사랑해요 그대를,임영웅,13441222,2368344,2022.05.02,발라드
2022.06.30,118,-33,보금자리,임영웅,13381264,2368348,2022.05.02,발라드
2022.06.30,119,-5,Light Switch,Charlie Puth,13295448,2309589,2022.01.20,팝
2022.06.30,120,+3,As It Was,Harry Styles,13045747,2348425,2022.03.31,팝
2022.06.30,121,+9,주저하는 연인들을 위해,잔나비,12963902,1740697,2019.03.13,인디
2022.06.30,122,-34,어제처럼,폴킴,12886139,2328683,2022.02.27,발라드
2022.06.30,123,-53,Real Love,오마이걸 (OH MY GIRL),12753598,2347699,2022.03.28,댄스/팝
2022.06.30,124,new,도깨비불 (Illusion),aespa,12747680,2381591,2022.07.08,댄스/팝
2022.06.30,125,new,그 하루 (Feat. 반하나),주호,12514571,2384648,2022.06.08,발라드
2022.06.30,126,+1,취기를 빌려 (취향저격 그녀 X 산들),산들,12472246,2003247,2020.07.20,발라드
2022.06.30,127,-34,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),12392196,2320681,2022.02.13,발라드
2022.06.30,128,+11,밤편지,아이유 (IU),12190082,1214938,2017.03.24,발라드
2022.06.30,129,HOT,말리지 마,(여자)아이들,12169377,2338100,2022.03.14,댄스/팝
2022.06.30,130,new,POP!,나연 (TWICE),12100634,2391265,2022.06.24,댄스/팝
2022.06.30,131,-3,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,12045909,2126951,2021.03.19,팝
2022.06.30,132,-25,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,11894345,1827710,2019.08.23,인디
2022.06.30,133,+8,선물,멜로망스(Melomance),11839973,1289342,2017.07.10,인디
2022.06.30,134,-18,Drive,미연 ((여자)아이들),11733556,2364300,2022.04.27,댄스/팝
2022.06.30,135,-4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),11682257,1783153,2019.06.09,인디
2022.06.30,136,-,너의 번호를 누르고 (Prod. 영화처럼),#안녕,11556992,1878367,2019.11.30,인디
2022.06.30,137,HOT,하지마,"릴러말즈 (Leellamarz), TOIL",11392322,2375000,2022.05.20,랩/힙합
2022.06.30,138,new,엉덩이가 큰 그녀 (Feat. The Quiett),"릴러말즈 (Leellamarz), TOIL",11370768,2375014,2022.05.20,랩/힙합
2022.06.30,139,-1,Lovesick Girls,BLACKPINK,11185531,2037330,2020.10.02,댄스/팝
2022.06.30,140,-11,추억은 만남보다 이별에 남아,정동하,11162275,2103012,2021.01.31,발라드
2022.06.30,141,new,마지막 인사 (To My First),NCT DREAM,11007301,2380988,2022.05.30,댄스/팝
2022.06.30,142,-46,Starlight,태일 (TAEIL),10984996,2320698,2022.02.13,댄스/팝
2022.06.30,143,new,DON QUIXOTE,세븐틴,10977571,2377851,2022.05.27,댄스/팝
2022.06.30,144,-35,Stronger (What Doesn`t Kill You),Kelly Clarkson,10967012,220622,2012.02.06,락
2022.06.30,145,-3,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),10952450,1966107,2020.05.06,댄스/팝
2022.06.30,146,+24,Paris In The Rain,Lauv,10918513,1671362,2018.05.31,팝
2022.06.30,147,-1,여행,볼빨간사춘기,10888866,1542928,2018.05.24,인디
2022.06.30,148,-3,Love Yourself,Justin Bieber,10783585,925372,2015.11.13,팝
2022.06.30,149,-24,O.O,NMIXX,10528429,2325709,2022.02.22,댄스/팝
2022.06.30,150,+6,12:45 (Stripped),Etham,10423515,1727728,2018.10.26,팝
2022.06.30,151,+6,Bad,Christopher,10315099,1507545,2019.11.08,알앤비/소울
2022.06.30,152,HOT,물고기,백예린,10306890,2378084,2022.05.24,댄스/팝
2022.06.30,153,-19,밝게 빛나는 별이 되어 비춰줄게,송이한,10192970,2084769,2020.12.29,인디
2022.06.30,154,+70,시든 꽃에 물을 주듯,HYNN(박혜원),10180534,1749563,2019.03.31,발라드
2022.06.30,155,new,달팽이,김재환,10127903,2383524,2022.06.05,발라드
2022.06.30,156,-55,Christmas Tree,V,10105791,2293192,2021.12.24,발라드
2022.06.30,157,-6,Memories,Maroon 5,10052043,1843413,2019.09.20,팝
2022.06.30,158,+4,비가 오는 날엔 (2021),헤이즈 (Heize),10013021,2216059,2021.08.04,발라드
2022.06.30,159,-64,너의 번호를 누르고,김나영,10007155,2355899,2022.04.12,발라드
2022.06.30,160,new,사랑의 인사,WSG워너비 조별경연 (비로봉),9954592,2375023,2022.05.28,댄스/팝
2022.06.30,161,+43,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),9945842,2002532,2020.07.19,랩/힙합
2022.06.30,162,+98,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),9824367,1281331,2017.06.26,랩/힙합
2022.06.30,163,-9,어땠을까 (Feat. 박정현),싸이 (Psy),9806511,297195,2012.07.15,댄스/팝
2022.06.30,164,-47,겨울잠,아이유 (IU),9663158,2298490,2021.12.29,포크/어쿠스틱
2022.06.30,165,-,DM,프로미스나인 (fromis_9),9467063,2309189,2022.01.17,댄스/팝
2022.06.30,166,-2,늦은 밤 너의 집 앞 골목길에서,노을,9461190,1867146,2019.11.07,발라드
2022.06.30,167,-35,우리가 헤어져야 했던 이유,비비(BIBI),9387034,2289311,2021.12.13,발라드
2022.06.30,168,HOT,Vancouver,BIG Naughty (서동현),9298897,2368452,2022.05.04,알앤비/소울
2022.06.30,169,-11,ASAP,STAYC(스테이씨),9297068,2138937,2021.04.08,일렉트로닉
2022.06.30,170,new,사랑 앞에서 난 바보가 돼,백지영,9271342,2381469,2022.06.02,발라드
2022.06.30,171,-10,기억해 줘요,다비치,9228722,2368721,2022.05.07,발라드
2022.06.30,172,new,One More Time,폴킴,9205026,2387549,2022.06.14,알앤비/소울
2022.06.30,173,-20,Love poem,아이유 (IU),9174573,1862187,2019.11.18,댄스/팝
2022.06.30,174,-19,Tiny Riot,Sam Ryder,9170469,2134870,2021.09.24,팝
2022.06.30,175,+8,Shape of You,Ed Sheeran,9084946,1166326,2017.03.03,락
2022.06.30,176,-72,초록을거머쥔우리는,잔나비,9036312,2371930,2022.05.10,인디
2022.06.30,177,-10,나의 사춘기에게,볼빨간사춘기,9001765,1336461,2017.09.28,인디
2022.06.30,178,-29,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE`O (비오),8986576,2280146,2021.12.04,랩/힙합
2022.06.30,179,+8,오래된 노래,스탠딩 에그(Standing Egg),8983628,326107,2012.09.04,발라드
2022.06.30,180,-12,Queendom,레드벨벳(Red Velvet),8970720,2222272,2021.08.16,댄스/팝
2022.06.30,181,+11,너를 만나,폴킴,8962599,1685395,2018.10.29,발라드
2022.06.30,182,-56,Can`t Control Myself,태연 (TAEYEON),8960843,2309184,2022.01.17,발라드
2022.06.30,183,-6,METEOR,창모 (CHANGMO),8933091,1878462,2019.11.29,랩/힙합
2022.06.30,184,+2,Timeless,SG 워너비,8851313,14074,2004.01.20,댄스/팝
2022.06.30,185,new,Domino,세븐틴,8820783,2377849,2022.05.27,댄스/팝
2022.06.30,186,+7,Dolphin,오마이걸 (OH MY GIRL),8814859,1962261,2020.04.27,댄스/팝
2022.06.30,187,-6,Dance Monkey,Tones And I,8754995,1819891,2019.08.29,알앤비/소울
2022.06.30,188,-44,Because Of You,Ne-Yo,8727468,17752,2007.01.01,알앤비/소울
2022.06.30,189,+40,Life Goes On,방탄소년단,8710549,2065842,2020.11.20,댄스/팝
2022.06.30,190,new,Stay This Way,프로미스나인 (fromis_9),8693605,2393537,2022.06.27,댄스/팝
2022.06.30,191,-41,그날에 나는 맘이 편했을까,이예준,8614561,2072458,2020.12.03,발라드
2022.06.30,192,HOT,너에게 못했던 내 마지막 말은,다비치,8558744,1771237,2019.05.17,발라드
2022.06.30,193,-41,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",8543941,2037727,2020.10.02,팝
2022.06.30,194,+34,Square (2017),백예린,8537844,1886258,2019.12.10,댄스/팝
2022.06.30,195,+32,상상더하기,라붐 (LABOUM),8528183,1002728,2016.04.06,댄스/팝
2022.06.30,196,+4,어디에도,엠씨더맥스 (M.C The Max),8427451,965615,2016.01.28,댄스/팝
2022.06.30,197,+17,비와 당신,이무진,8397855,2183093,2021.06.18,락/메탈
2022.06.30,198,-16,어푸 (Ah puh),아이유 (IU),8324611,2130278,2021.03.25,댄스/팝
2022.06.30,199,-3,One Call Away,Charlie Puth,8288323,898077,2016.11.11,팝
2022.06.30,200,-26,잠이 오질 않네요,장범준,8180359,2048672,2020.10.24,발라드
2022.07.31,1,new,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),124182541,2396391,2022.07.09,댄스/팝
2022.07.31,2,new,보고싶었어,WSG워너비 (4FIRE),111990235,2396390,2022.07.09,댄스/팝
2022.07.31,3,-2,LOVE DIVE,IVE (아이브),108654107,2352090,2022.04.05,댄스/팝
2022.07.31,4,HOT,POP!,나연 (TWICE),97469521,2391265,2022.06.24,댄스/팝
2022.07.31,5,-3,TOMBOY,(여자)아이들,86608801,2338101,2022.03.14,댄스/팝
2022.07.31,6,-3,That That (prod. & feat. SUGA of BTS),싸이 (Psy),84909759,2364951,2022.04.29,댄스
2022.07.31,7,-1,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),84048771,2360242,2022.04.20,인디
2022.07.31,8,-,나의 X에게,경서,77938853,2362532,2022.04.24,인디
2022.07.31,9,-5,사랑인가 봐,멜로망스(Melomance),74611095,2322874,2022.02.18,댄스/팝
2022.07.31,10,-1,우리들의 블루스,임영웅,68738487,2358766,2022.05.02,발라드
2022.07.31,11,-6,다시 만날 수 있을까,임영웅,61624161,2368354,2022.05.02,발라드
2022.07.31,12,new,Girls,aespa,58664039,2396240,2022.07.08,댄스/팝
2022.07.31,13,-3,FEARLESS,LE SSERAFIM (르세라핌),58406788,2368339,2022.05.02,댄스/팝
2022.07.31,14,new,Clink Clink (클링 클링),WSG워너비 (오아시소),57835369,2396389,2022.07.09,댄스/팝
2022.07.31,15,-8,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),57674283,2352088,2022.04.05,댄스/팝
2022.07.31,16,-5,LOVE me,BE`O (비오),57209761,2355956,2022.04.12,랩/힙합
2022.07.31,17,new,그라데이션,10cm,55623741,2394651,2022.07.03,인디
2022.07.31,18,+1,무지개,임영웅,53086549,2368353,2022.05.02,발라드
2022.07.31,19,-5,취중고백,김민석,51818118,2291415,2021.12.19,발라드
2022.07.31,20,-5,사랑은 늘 도망가,임영웅,50596911,2250335,2021.10.11,발라드
2022.07.31,21,-9,Feel My Rhythm,레드벨벳(Red Velvet),48955134,2342439,2022.03.21,댄스/팝
2022.07.31,22,+61,Love story,볼빨간사춘기,47430802,2360259,2022.04.20,인디
2022.07.31,23,-7,신호등,이무진,47101236,2160835,2021.05.14,댄스/팝
2022.07.31,24,+6,내가 아니라도,주호,47081131,2343328,2022.03.25,발라드
2022.07.31,25,-5,ELEVEN,IVE (아이브),46132735,2280458,2021.12.01,댄스/팝
2022.07.31,26,+72,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",45001742,2391369,2022.06.24,팝
2022.07.31,27,+5,아무래도 난,주시크 (Joosiq),42671540,2347887,2022.03.30,인디
2022.07.31,28,-7,다정히 내 이름을 부르면,"경서예지, 전건호",41558884,2165559,2021.05.19,발라드
2022.07.31,29,-16,Yet To Come,방탄소년단,41108588,2384890,2022.06.10,댄스/팝
2022.07.31,30,new,열이올라요 (Heart Burn),선미,41001353,2393810,2022.06.29,댄스/팝
2022.07.31,31,+93,도깨비불 (Illusion),aespa,39741813,2381591,2022.07.08,댄스/팝
2022.07.31,32,-9,Stay,"The Kid LAROI, Justin Bieber",39681516,2198878,2021.07.09,팝
2022.07.31,33,new,I LOVE U,위너(WINNER),38830349,2395823,2022.07.05,댄스/팝
2022.07.31,34,-16,GANADARA (Feat. 아이유),박재범,38545394,2334028,2022.03.11,알앤비/소울
2022.07.31,35,-9,MY BAG,(여자)아이들,37952898,2338094,2022.03.14,댄스/팝
2022.07.31,36,-14,INVU,태연 (TAEYEON),37736019,2321943,2022.02.14,댄스/팝
2022.07.31,37,-8,That`s Hilarious,Charlie Puth,37486622,2352479,2022.04.08,팝
2022.07.31,38,new,_WORLD,세븐틴,37369474,2400761,2022.07.18,댄스/팝
2022.07.31,39,-8,Next Level,aespa,37119039,2165746,2021.05.17,댄스/팝
2022.07.31,40,-12,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),36627403,2375105,2022.05.19,발라드
2022.07.31,41,-17,듣고 싶을까,MSG워너비(M.O.M),36185894,2326957,2022.02.26,발라드
2022.07.31,42,-8,Weekend,태연 (TAEYEON),34817404,2198770,2021.07.06,댄스/팝
2022.07.31,43,-6,너의 모든 순간,성시경,34367649,635033,2014.02.12,발라드
2022.07.31,44,-11,SMILEY (Feat. BIBI),YENA(최예나),34191619,2309210,2022.01.17,댄스/팝
2022.07.31,45,-7,팡파레,다비치,33644220,2374559,2022.05.16,발라드
2022.07.31,46,-11,Dynamite,방탄소년단,32832611,2016166,2020.08.21,댄스/팝
2022.07.31,47,-11,드라마,아이유 (IU),32553391,2298492,2021.12.29,포크/어쿠스틱
2022.07.31,48,-8,너를 생각해,주시크 (Joosiq),31863948,2240889,2021.09.22,인디
2022.07.31,49,new,없었던 일로,헤이즈 (Heize),31543498,2393931,2022.06.30,랩/힙합
2022.07.31,50,-11,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,31446684,2267913,2021.11.13,랩/힙합
2022.07.31,51,new,SNEAKERS,ITZY (있지),30883162,2398888,2022.07.15,댄스/팝
2022.07.31,52,+32,고백하는 취한밤에 (Prod. 2soo),임재현,30308788,2384786,2022.06.11,인디
2022.07.31,53,-28,HOT,세븐틴,29759711,2377852,2022.05.27,댄스/팝
2022.07.31,54,-13,Butter,방탄소년단,29504812,2165376,2021.05.21,댄스/팝
2022.07.31,55,-28,ZOOM,제시(Jessi),29268011,2356114,2022.04.13,랩/힙합
2022.07.31,56,-13,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),28300493,2272216,2021.11.20,랩/힙합
2022.07.31,57,-8,바라만 본다,MSG워너비(M.O.M),28249994,2188339,2021.06.26,발라드
2022.07.31,58,-16,strawberry moon,아이유 (IU),28022172,2254559,2021.10.19,댄스/팝
2022.07.31,59,+21,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),27977862,2384669,2022.06.09,댄스/팝
2022.07.31,60,+55,해요 (2022),#안녕,27870905,2384550,2022.06.07,발라드
2022.07.31,61,new,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈),이석훈,27800689,2398275,2022.07.11,발라드
2022.07.31,62,-12,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,27631446,1488659,2018.03.20,발라드
2022.07.31,63,-18,Permission to Dance,방탄소년단,27481174,2198608,2021.07.09,댄스/팝
2022.07.31,64,-18,내 손을 잡아,아이유 (IU),27241389,106556,2011.05.25,OST
2022.07.31,65,-7,밤하늘의 별을(2020),경서,27116533,2061610,2020.11.14,인디
2022.07.31,66,HOT,Life`s Too Short (English Ver.),aespa,26880304,2391319,2022.06.24,댄스/팝
2022.07.31,67,-23,언제나 사랑해,케이시 (Kassy),26798386,2318393,2022.02.07,발라드
2022.07.31,68,-20,라일락,아이유 (IU),26762014,2130285,2021.03.25,댄스/팝
2022.07.31,69,-16,Celebrity,아이유 (IU),26745198,2100132,2021.03.25,댄스/팝
2022.07.31,70,-18,이제 나만 믿어요,임영웅,26636200,1948682,2020.04.03,성인가요
2022.07.31,71,-12,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",25723032,1988115,2020.06.20,랩/힙합
2022.07.31,72,-21,"스물다섯, 스물하나",자우림,25068994,572643,2013.10.14,락/메탈
2022.07.31,73,-9,Savage,aespa,24949362,2247253,2021.10.05,댄스/팝
2022.07.31,74,-13,Blueming,아이유 (IU),24628155,1874197,2019.11.18,댄스/팝
2022.07.31,75,-21,눈이 오잖아 (Feat.헤이즈),이무진,24518140,2280274,2021.12.03,발라드
2022.07.31,76,-16,Bad Habits,Ed Sheeran,24100388,2188906,2021.10.29,팝
2022.07.31,77,-10,롤린 (Rollin`),브레이브걸스 (Brave Girls),23908464,1205117,2017.03.07,댄스/팝
2022.07.31,78,-9,문득,BE`O (비오),23671495,2154356,2021.05.02,랩/힙합
2022.07.31,79,new,Sparkling,청하,23490052,2398249,2022.07.11,댄스/팝
2022.07.31,80,-9,Off My Face,Justin Bieber,23475067,2126959,2021.03.19,팝
2022.07.31,81,-18,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),23405299,1846563,2019.09.25,포크/어쿠스틱
2022.07.31,82,-27,고백,멜로망스(Melomance),22837502,2229166,2021.08.29,발라드
2022.07.31,83,-26,호랑수월가,탑현,22611755,2306092,2022.01.15,발라드
2022.07.31,84,-14,헤픈 우연,헤이즈 (Heize),22167493,2165550,2021.05.20,알앤비/소울
2022.07.31,85,HOT,Stay This Way,프로미스나인 (fromis_9),22146600,2393537,2022.06.27,댄스/팝
