date,rank,ranking changes,title,artist,score,seqmom,release,genre
2023.04.30,4,-3,Ditto,NewJeans,78783119,2465583,2023.01.02,댄스/팝
2023.04.30,5,-2,Hype boy,NewJeans,72222549,2407632,2022.08.01,댄스/팝
2023.04.30,6,-4,OMG,NewJeans,69671377,2468274,2023.01.02,댄스/팝
2023.04.30,7,-3,Teddy Bear,STAYC(스테이씨),68511391,2475644,2023.02.14,댄스/팝
2023.04.30,8,-3,사건의 지평선,윤하,61597346,2347881,2022.03.30,댄스/팝
2023.04.30,9,+16,London Boy,임영웅,58343652,2458148,2022.11.15,락/메탈
2023.04.30,10,+18,Polaroid,임영웅,57491231,2458149,2022.11.15,락/메탈
2023.04.30,11,+2,CHRISTIAN,Zior Park,55444115,2476936,2023.02.16,락/메탈
2023.04.30,12,+69,Like Crazy,지민,51611473,2483608,2023.03.24,댄스/팝
2023.04.30,13,-7,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),50388588,2474446,2023.02.06,댄스/팝
2023.04.30,14,HOT,Love Me Like This,NMIXX,49699554,2483224,2023.03.20,댄스/팝
2023.04.30,15,-4,After LIKE,IVE (아이브),46772915,2418222,2022.08.22,댄스/팝
2023.04.30,16,-9,Attention,NewJeans,46511085,2407631,2022.08.01,댄스/팝
2023.04.30,17,-8,심(心),DK,45514988,2477510,2023.02.19,댄스/팝
2023.04.30,18,-10,ANTIFRAGILE,LE SSERAFIM (르세라핌),43866556,2451985,2022.10.17,댄스/팝
2023.04.30,19,new,사람 Pt.2 (feat. 아이유),Agust D,43489286,2486307,2023.04.21,랩/힙합
2023.04.30,20,HOT,밤이 무서워요 (Lonely Night),주주 시크릿,41874987,2483674,2023.03.25,댄스/팝
2023.04.30,21,-,NIGHT DANCER,imase,40824030,2416362,2022.08.19,J-POP
2023.04.30,22,-8,LOVE DIVE,IVE (아이브),40565260,2352090,2022.04.05,댄스/팝
2023.04.30,23,-11,I Don`t Think That I Like Her,Charlie Puth,40510838,2447479,2022.10.07,팝
2023.04.30,24,new,Zero,NewJeans,38242745,2485844,2023.04.03,댄스/팝
2023.04.30,25,-9,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,37490286,2468559,2023.01.05,댄스/팝
2023.04.30,26,+16,Nostalgia,우디(Woody),37169707,2480506,2023.03.06,댄스/팝
2023.04.30,27,new,Cupid,FIFTY FIFTY,36984841,2478351,2023.02.24,댄스/팝
2023.04.30,28,-8,Dangerously,Charlie Puth,36607532,966026,2016.11.11,팝
2023.04.30,29,-10,사랑인가 봐,멜로망스(Melomance),35053904,2322874,2022.02.18,댄스/팝
2023.04.30,30,-8,너의 모든 순간,성시경,33719027,635033,2014.02.12,발라드
2023.04.30,31,-21,사랑하기 싫어,지아 (Zia),33282693,2478348,2023.02.24,발라드
2023.04.30,32,-15,Candy,NCT DREAM,32645538,2464475,2022.12.16,댄스/팝
2023.04.30,33,-6,사랑은 늘 도망가,임영웅,32357841,2250335,2021.10.11,발라드
2023.04.30,34,-8,That`s Hilarious,Charlie Puth,29893488,2352479,2022.04.08,팝
2023.04.30,35,-12,Monologue,테이 (Tei),29572968,2433743,2022.09.18,발라드
2023.04.30,36,+94,너를 보는게 지친 하루에,송하예,29468563,2482940,2023.03.19,발라드
2023.04.30,37,-13,Nxde,(여자)아이들,28921248,2452007,2022.10.17,댄스/팝
2023.04.30,38,-5,Stay,"The Kid LAROI, Justin Bieber",28839857,2198878,2021.07.09,팝
2023.04.30,39,+22,Set Me Free Pt.2,지민,27803106,2482251,2023.03.24,댄스/팝
2023.04.30,40,-25,VIBE (feat. Jimin of BTS),태양,27636339,2469765,2023.01.13,댄스/팝
2023.04.30,41,new,손오공,세븐틴,27562628,2490477,2023.04.24,댄스/팝
2023.04.30,42,-3,Say I Love You,우디(Woody),27545478,2465764,2022.12.21,발라드
2023.04.30,43,-14,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),27416260,2426155,2022.09.06,랩/힙합
2023.04.30,44,-9,FEARLESS,LE SSERAFIM (르세라핌),27335169,2368339,2022.05.02,댄스/팝
2023.04.30,45,-2,그라데이션,10cm,27271631,2394651,2022.07.03,인디
2023.04.30,46,-12,취중고백,김민석,27221337,2291415,2021.12.19,발라드
2023.04.30,47,-1,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),26937427,2360242,2022.04.20,인디
2023.04.30,48,new,Perfume,NCT 도재정,26894576,2489243,2023.04.17,알앤비/소울
2023.04.30,49,-9,Shut Down,BLACKPINK,26880256,2431567,2022.09.16,댄스/팝
2023.04.30,50,-12,해요 (2022),#안녕,26695202,2384550,2022.06.07,발라드
2023.04.30,51,-10,오르트구름,윤하,26652501,2272169,2021.11.16,발라드
2023.04.30,52,-22,Cookie,NewJeans,26315284,2407636,2022.08.01,댄스/팝
2023.04.30,53,new,사랑하지 않아서 그랬어,임한별,25907012,2485445,2023.04.02,발라드
2023.04.30,54,-1,ELEVEN,IVE (아이브),25451226,2280458,2021.12.01,댄스/팝
2023.04.30,55,-6,다정히 내 이름을 부르면,"경서예지, 전건호",25373932,2165559,2021.05.19,발라드
2023.04.30,56,new,FRIEND THE END,볼빨간사춘기,25342627,2488110,2023.04.16,인디
2023.04.30,57,-25,Poppy (Korean Ver.),STAYC(스테이씨),25197624,2473569,2023.02.14,댄스/팝
2023.04.30,58,-13,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),25002571,2396391,2022.07.09,댄스/팝
2023.04.30,59,+37,결국엔 너에게 닿아서,WSG워너비 (가야G),24954825,2482216,2023.03.17,발라드
2023.04.30,60,-12,내가 아니라도,주호,24844958,2343328,2022.03.25,발라드
2023.04.30,61,-11,Pink Venom,BLACKPINK,24842060,2415633,2022.09.16,댄스/팝
2023.04.30,62,-15,TOMBOY,(여자)아이들,24830066,2338101,2022.03.14,댄스/팝
2023.04.30,63,-45,나비무덤,포맨 (4MEN),24044109,2479624,2023.03.01,발라드
2023.04.30,64,-33,Unholy,"Sam Smith, Kim Petras",23995651,2437607,2022.09.22,팝
2023.04.30,65,-13,나의 X에게,경서,23717198,2362532,2022.04.24,인디
2023.04.30,66,new,That’s Not How This Works (feat. Dan + Shay),Charlie Puth,23709531,2485141,2023.03.31,팝
2023.04.30,67,-13,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,23559060,1488659,2018.03.20,발라드
2023.04.30,68,+92,"Young, Dumb, Stupid",NMIXX,23524227,2481837,2023.03.20,댄스/팝
2023.04.30,69,new,발걸음,DK,22189977,2484918,2023.03.30,발라드
2023.04.30,70,-5,우리들의 블루스,임영웅,21533316,2358766,2022.05.02,발라드
2023.04.30,71,-2,봄날,방탄소년단,21266579,1192402,2017.02.13,랩/힙합
2023.04.30,72,-36,on the street (with J. Cole),"j-hope,  J. Cole",21123665,2479759,2023.03.03,랩/힙합
2023.04.30,73,-36,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,21066586,2464547,2022.12.17,랩/힙합
2023.04.30,74,+4,I Don`t Think That I Like Her,Charlie Puth,21064151,2432108,2022.09.16,팝
2023.04.30,75,-24,사랑이라 믿었던 것들은 (Feat. 이수현),BIG Naughty (서동현),20925463,2479519,2023.02.28,댄스/팝
2023.04.30,76,-8,Dynamite,방탄소년단,20841530,2016166,2020.08.21,댄스/팝
2023.04.30,77,-33,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),20626123,2436919,2022.09.22,알앤비/소울
2023.04.30,78,+92,되돌리다,먼데이 키즈 (Monday Kiz),20507485,2482952,2023.03.19,발라드
2023.04.30,79,+33,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",20412306,668831,2014.04.08,댄스/팝
2023.04.30,80,-20,딱 10CM만,"10cm, BIG Naughty (서동현)",20108109,2438904,2022.09.25,알앤비/소울
2023.04.30,81,new,Say My Name,Say Yes!,19775230,2486246,2023.04.06,댄스/팝
2023.04.30,82,new,가질 수 없는 너,#안녕,19138479,2486284,2023.04.06,발라드
2023.04.30,83,-8,Off My Face,Justin Bieber,18901631,2126959,2021.03.19,팝
2023.04.30,84,-26,그대를 알고,송하예,18881589,2464186,2022.12.13,인디
2023.04.30,85,new,빛이 나는 너에게,던 (DAWN),18863205,2487500,2023.04.13,알앤비/소울
2023.04.30,86,+53,그중에 그대를 만나,김호중,18850464,2437406,2022.09.24,발라드
2023.04.30,87,-24,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",18740259,2459032,2022.11.20,팝
2023.04.30,88,new,빙글빙글 (Prod. R.Tee),헤이즈 (Heize),18616150,2486016,2023.04.05,댄스/팝
2023.04.30,89,-12,주저하는 연인들을 위해,잔나비,18397019,1740697,2019.03.13,인디
2023.04.30,90,-5,Expectations,"Anne-Marie, 민니 ((여자)아이들), (여자)아이들",18390058,2481093,2023.03.09,팝
2023.04.30,91,-29,잘가요,주호,18307228,2461985,2022.12.04,발라드
2023.04.30,92,-5,이제 나만 믿어요,임영웅,18092886,1948682,2020.04.03,성인가요
2023.04.30,93,+32,벚꽃 엔딩,버스커 버스커 (Busker Busker),17931651,241360,2012.03.29,포크/어쿠스틱
2023.04.30,94,-10,다시 만날 수 있을까,임영웅,17905156,2368354,2022.05.02,발라드
2023.04.30,95,+62,Ai Wo Tsutaetaidatoka,aimyon,17587960,1449972,2017.09.12,J-POP
2023.04.30,96,new,F*ck My Life,세븐틴,17337934,2490476,2023.04.24,댄스/팝
2023.04.30,97,-9,Butter,방탄소년단,17263298,2165376,2021.05.21,댄스/팝
2023.04.30,98,-32,LOVE me,BE`O (비오),17241547,2355956,2022.04.12,랩/힙합
2023.04.30,99,-28,밤하늘의 별을(2020),경서,16988111,2061610,2020.11.14,인디
2023.04.30,100,-44,Sugar Rush Ride,투모로우바이투게더,16910799,2472173,2023.01.27,댄스/팝
2023.04.30,101,-44,그댄 행복에 살텐데 (2022),최유리,16685383,2467050,2022.12.27,인디
2023.04.30,102,-13,희재,성시경,16492136,17691,2003.02.12,발라드
2023.04.30,103,+20,When I Get Old,"Christopher, 청하",15983165,2452647,2022.10.20,팝
2023.04.30,104,-45,마지막 사랑,신예영,15780382,2469709,2023.01.12,발라드
2023.04.30,105,-38,자격지심 (Feat. ZICO),BE`O (비오),15561703,2441452,2022.09.29,랩/힙합
2023.04.30,106,-30,첫사랑,백아,15492934,1670838,2018.10.11,인디
2023.04.30,107,-14,Feel My Rhythm,레드벨벳(Red Velvet),15156967,2342439,2022.03.21,댄스/팝
2023.04.30,108,-28,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),15094739,2352088,2022.04.05,댄스/팝
2023.04.30,109,-36,That That (prod. & feat. SUGA of BTS),싸이 (Psy),14888331,2364951,2022.04.29,댄스
2023.04.30,110,-9,Permission to Dance,방탄소년단,14846625,2198608,2021.07.09,댄스/팝
2023.04.30,111,-37,보고싶었어,WSG워너비 (4FIRE),14443698,2396390,2022.07.09,댄스/팝
2023.04.30,112,-30,떠나보낼 준비해 둘걸 그랬어,임한별,14404849,2452101,2022.10.18,발라드
2023.04.30,113,-18,Love story,볼빨간사춘기,14363293,2360259,2022.04.20,인디
2023.04.30,114,HOT,아모르 파티,이홍기,14221776,2483400,2023.03.22,성인가요
2023.04.30,115,-29,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,14074312,2255109,2021.10.19,랩/힙합
2023.04.30,116,-12,한 페이지가 될 수 있게,DAY6,14035064,1803631,2019.07.15,댄스/팝
2023.04.30,117,new,Blue Blood,IVE (아이브),13890134,2487249,2023.04.10,댄스/팝
2023.04.30,118,-46,WHEN I MOVE,카라 (KARA),13676170,2461077,2022.11.29,댄스/팝
2023.04.30,119,-12,무지개,임영웅,13236901,2368353,2022.05.02,발라드
2023.04.30,120,new,다시 사랑한다면,한동근,13108889,2487279,2023.04.11,발라드
2023.04.30,121,+25,우연히 봄,"로꼬 (LOCO), 유주 (YUJU)",12883918,842279,2015.04.08,댄스/팝
2023.04.30,122,-28,도깨비불 (Illusion),aespa,12874773,2381591,2022.07.08,댄스/팝
2023.04.30,123,-4,Blueming,아이유 (IU),12828213,1874197,2019.11.18,댄스/팝
2023.04.30,124,new,D N D,에이핑크(Apink),12742253,2486021,2023.04.05,댄스/팝
2023.04.30,125,-14,아버지,임영웅,12634685,2368351,2022.05.02,발라드
2023.04.30,126,new,Cupid (Twin Ver.),FIFTY FIFTY,12518006,2478352,2023.02.24,댄스/팝
2023.04.30,127,+74,다시 사랑한다면 (니글니글 버터플라이),김필,12490638,979308,2016.02.21,댄스/팝
2023.04.30,128,new,Chase Love Hard (Feat. 황민현),볼빨간사춘기,12453374,2488111,2023.04.16,인디
2023.04.30,129,-9,드라마,아이유 (IU),12349433,2298492,2021.12.29,포크/어쿠스틱
2023.04.30,130,-38,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",12334943,2391369,2022.06.24,팝
2023.04.30,131,-29,그대라는 사치,임창정,12236567,2481178,2023.03.12,발라드
2023.04.30,132,-14,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),12148999,1846563,2019.09.25,포크/어쿠스틱
2023.04.30,133,+29,"나만, 봄",볼빨간사춘기,12132326,1751134,2019.04.02,인디
2023.04.30,134,-,라일락,아이유 (IU),12127743,2130285,2021.03.25,댄스/팝
2023.04.30,135,-71,혼자가 아닌 나,정효빈,12097640,2479622,2023.03.01,발라드
2023.04.30,136,-26,I`m Not The Only One,Sam Smith,12014226,698175,2014.01.01,팝
2023.04.30,137,new,All Eyes On Me,지수 (JISOO),11770394,2484981,2023.03.31,댄스/팝
2023.04.30,138,-25,Loving You Girl (Feat. Hkeem),Peder Elias,11764433,2161572,2021.05.14,팝
2023.04.30,139,+11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,11744413,1827710,2019.08.23,인디
2023.04.30,140,-,밤편지,아이유 (IU),11656603,1214938,2017.03.24,발라드
2023.04.30,141,-13,신호등,이무진,11557335,2160835,2021.05.14,댄스/팝
2023.04.30,142,-43,새벽에 걸려온 너의 전화는,한동근,11538193,2406674,2022.07.31,발라드
2023.04.30,143,-64,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",11474125,2461479,2022.12.03,랩/힙합
2023.04.30,144,+54,すずめ / Suzume (Feat. Toaka (토아카/十明)),RADWIMPS,11403147,2457262,2022.11.11,OST
2023.04.30,145,-75,네가 보고 싶은 건 자연스러운 거겠지,신예영,11387754,2471910,2023.01.24,발라드
2023.04.30,146,-20,2002,Anne-Marie,11375149,1512809,2018.04.27,알앤비/소울
2023.04.30,147,-92,너와 함께,김민석,11334854,2478789,2023.02.26,인디
2023.04.30,148,-40,The Drum,Alan Walker,11225690,2364930,2022.04.29,팝
2023.04.30,149,-11,"10,000 Hours","Dan + Shay, Justin Bieber",11216926,1850011,2021.08.13,락
2023.04.30,150,new,바보가슴,"송하예, 한빈 (포맨)",11198211,2485845,2023.04.03,발라드
2023.04.30,151,-6,Love Yourself,Justin Bieber,11175904,925372,2015.11.13,팝
2023.04.30,152,-30,Next Level,aespa,11130227,2165746,2021.05.17,댄스/팝
2023.04.30,153,-17,인생찬가,임영웅,11094639,2368343,2022.05.02,발라드
2023.04.30,154,-49,내 손을 잡아,아이유 (IU),11090712,106556,2011.05.25,OST
2023.04.30,155,-64,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현),11089147,2472657,2023.01.29,인디
2023.04.30,156,-39,SET ME FREE,TWICE,11063530,2480996,2023.03.10,댄스/팝
2023.04.30,157,+28,예뻤어,DAY6,10963669,1187749,2017.02.06,댄스/팝
2023.04.30,158,-31,Lemon,Kenshi Yonezu,10951273,1482960,2018.03.14,J-POP
2023.04.30,159,-43,Kill Bill,SZA,10946759,2462837,2022.12.09,알앤비/소울
2023.04.30,160,-28,strawberry moon,아이유 (IU),10812057,2254559,2021.10.19,댄스/팝
2023.04.30,161,new,해금,Agust D,10771706,2489535,2023.04.21,랩/힙합
2023.04.30,162,-56,Made You Look,Meghan Trainor,10750777,2452698,2022.10.21,팝
2023.04.30,163,-21,A bientot,임영웅,10706630,2368350,2022.05.02,발라드
2023.04.30,164,-27,Flowers,Miley Cyrus,10602659,2470001,2023.01.13,팝
2023.04.30,165,-24,One Call Away,Charlie Puth,10541532,898077,2016.11.11,팝
2023.04.30,166,new,헤어지자 말해요,박재정,10506688,2489449,2023.04.20,발라드
2023.04.30,167,+29,Vancouver,BIG Naughty (서동현),10495748,2368452,2022.05.04,알앤비/소울
2023.04.30,168,new,Eyes Closed,Ed Sheeran,10355358,2483708,2023.03.24,팝
2023.04.30,169,new,Lips,IVE (아이브),10242675,2487251,2023.04.10,댄스/팝
2023.04.30,170,-37,INVU,태연 (TAEYEON),10187601,2321943,2022.02.14,댄스/팝
2023.04.30,171,-22,Celebrity,아이유 (IU),10177647,2100132,2021.03.25,댄스/팝
2023.04.30,172,-29,선물,멜로망스(Melomance),9905020,1289342,2017.07.10,인디
2023.04.30,173,-10,손이 참 곱던 그대,임영웅,9903589,2368352,2022.05.02,발라드
2023.04.30,174,-10,사랑해 진짜,임영웅,9866583,2368347,2022.05.02,발라드
2023.04.30,175,-28,스티커 사진,21학번,9837251,2398391,2022.07.12,인디
2023.04.30,176,-15,Bad,Christopher,9829838,1507545,2019.11.08,알앤비/소울
2023.04.30,177,-33,BETELGEUSE,Yuuri,9818672,2263529,2021.11.04,J-POP
2023.04.30,178,-49,Rising,tripleS (트리플에스),9802340,2475579,2023.02.13,댄스/팝
2023.04.30,179,-6,어른,Sondia,9799286,1493651,2018.03.29,발라드
2023.04.30,180,-71,눈이 오잖아 (Feat.헤이즈),이무진,9741213,2280274,2021.12.03,발라드
2023.04.30,181,-27,Every Second,Mina Okabe,9724492,2171816,2021.05.21,팝
2023.04.30,182,-24,당신을 만나,"김호중, 송가인",9647939,2471984,2023.01.25,발라드
2023.04.30,183,-7,보금자리,임영웅,9640287,2368348,2022.05.02,발라드
2023.04.30,184,-10,Shape of You,Ed Sheeran,9628167,1166326,2017.03.03,락
2023.04.30,185,-14,연애편지,임영웅,9606365,2368346,2022.05.02,발라드
2023.04.30,186,-31,SMILEY (Feat. BIBI),YENA(최예나),9480374,2309210,2022.01.17,댄스/팝
2023.04.30,187,+31,"낭만교향곡 (Feat. CHANGMO, 박재범)",BIG Naughty (서동현),9349861,2384669,2022.06.09,댄스/팝
2023.04.30,188,-19,Attention,Charlie Puth,9286097,1233753,2018.05.11,팝
2023.04.30,189,-11,고백,멜로망스(Melomance),9274357,2229166,2021.08.29,발라드
2023.04.30,190,-22,Fall In Love Alone,Stacey Ryan,9246442,2383554,2022.05.13,팝
2023.04.30,191,-70,FOREVER 1,소녀시대,9241558,2408631,2022.08.05,댄스/팝
2023.04.30,192,-2,너의 번호를 누르고 (Prod. 영화처럼),#안녕,9216030,1878367,2019.11.30,인디
2023.04.30,193,+24,봄이 좋냐??,10cm,9215773,999225,2016.04.01,인디
2023.04.30,194,-17,첫눈처럼 너에게 가겠다,에일리 (Ailee),9214488,1166003,2017.01.07,OST
2023.04.30,195,-80,우린 그렇게 사랑해서,"강민경, 잔나비",9130682,2440651,2022.09.26,발라드
2023.04.30,196,new,KNOCK,이채연,9103646,2487328,2023.04.12,댄스/팝
2023.04.30,197,+94,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),9076335,1281331,2017.06.26,랩/힙합
2023.04.30,198,-14,Face-off,지민,9047681,2483606,2023.03.24,댄스/팝
2023.04.30,199,-27,GANADARA (Feat. 아이유),박재범,9019804,2334028,2022.03.11,알앤비/소울
2023.04.30,200,new,Golden Hour,마크 (MARK),8893598,2486310,2023.04.07,랩/힙합
2023.05.31,1,+1,I AM,IVE (아이브),147054820,2487250,2023.04.10,댄스/팝
2023.05.31,2,new,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),130339914,2492313,2023.05.01,댄스/팝
2023.05.31,3,-2,Kitsch,IVE (아이브),113713420,2484604,2023.04.10,댄스/팝
2023.05.31,4,new,Spicy,aespa,89758067,2494722,2023.05.08,댄스/팝
2023.05.31,5,-2,꽃,지수 (JISOO),88554442,2484982,2023.03.31,댄스/팝
2023.05.31,6,+35,손오공,세븐틴,87352259,2490477,2023.04.24,댄스/팝
2023.05.31,7,-3,Ditto,NewJeans,73651434,2465583,2023.01.02,댄스/팝
2023.05.31,8,-3,Hype boy,NewJeans,71368345,2407632,2022.08.01,댄스/팝
2023.05.31,9,+18,Cupid,FIFTY FIFTY,67788927,2478351,2023.02.24,댄스/팝
2023.05.31,10,new,퀸카 (Queencard),(여자)아이들,65889718,2496420,2023.05.15,댄스/팝
2023.05.31,11,-4,Teddy Bear,STAYC(스테이씨),62392996,2475644,2023.02.14,댄스/팝
2023.05.31,12,-6,OMG,NewJeans,61577623,2468274,2023.01.02,댄스/팝
2023.05.31,13,-5,사건의 지평선,윤하,59677589,2347881,2022.03.30,댄스/팝
2023.05.31,14,new,물론,허각,54593387,2490793,2023.04.28,발라드
2023.05.31,15,-2,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),54183365,2474446,2023.02.06,댄스/팝
2023.05.31,16,HOT,헤어지자 말해요,박재정,52800793,2489449,2023.04.20,발라드
2023.05.31,17,-2,After LIKE,IVE (아이브),50541947,2418222,2022.08.22,댄스/팝
2023.05.31,18,+10,Dangerously,Charlie Puth,48302088,966026,2016.11.11,팝
2023.05.31,19,-8,CHRISTIAN,Zior Park,45783740,2476936,2023.02.16,락/메탈
2023.05.31,20,new,Heaven(2023),임재현,45716713,2490561,2023.04.25,발라드
2023.05.31,21,-3,ANTIFRAGILE,LE SSERAFIM (르세라핌),45379795,2451985,2022.10.17,댄스/팝
2023.05.31,22,-1,NIGHT DANCER,imase,44917799,2416362,2022.08.19,J-POP
2023.05.31,23,+33,FRIEND THE END,볼빨간사춘기,44708198,2488110,2023.04.16,인디
2023.05.31,24,-8,Attention,NewJeans,44419580,2407631,2022.08.01,댄스/팝
2023.05.31,25,-3,LOVE DIVE,IVE (아이브),44383695,2352090,2022.04.05,댄스/팝
2023.05.31,26,+59,빛이 나는 너에게,던 (DAWN),44275491,2487500,2023.04.13,알앤비/소울
2023.05.31,27,-10,심(心),DK,44259866,2477510,2023.02.19,댄스/팝
2023.05.31,28,HOT,KNOCK,이채연,40714466,2487328,2023.04.12,댄스/팝
2023.05.31,29,-20,London Boy,임영웅,39962646,2458148,2022.11.15,락/메탈
2023.05.31,30,-16,Love Me Like This,NMIXX,39173881,2483224,2023.03.20,댄스/팝
2023.05.31,31,-21,Polaroid,임영웅,38998727,2458149,2022.11.15,락/메탈
2023.05.31,32,new,나의 바람 (Wind And Wish),비투비 (BTOB),38168158,2492741,2023.05.02,댄스/팝
2023.05.31,33,-8,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY,36260845,2468559,2023.01.05,댄스/팝
2023.05.31,34,+62,F*ck My Life,세븐틴,35515369,2490476,2023.04.24,댄스/팝
2023.05.31,35,-12,I Don`t Think That I Like Her,Charlie Puth,35446283,2447479,2022.10.07,팝
2023.05.31,36,-6,너의 모든 순간,성시경,35150710,635033,2014.02.12,발라드
2023.05.31,37,-8,사랑인가 봐,멜로망스(Melomance),34542449,2322874,2022.02.18,댄스/팝
2023.05.31,38,-5,사랑은 늘 도망가,임영웅,34374142,2250335,2021.10.11,발라드
2023.05.31,39,new,안녕이라고 말하지마,V.O.S,34214438,2491433,2023.04.30,발라드
2023.05.31,40,-21,사람 Pt.2 (feat. 아이유),Agust D,31971046,2486307,2023.04.21,랩/힙합
2023.05.31,41,+4,그라데이션,10cm,30301197,2394651,2022.07.03,인디
2023.05.31,42,-8,That`s Hilarious,Charlie Puth,30231364,2352479,2022.04.08,팝
2023.05.31,43,-31,Like Crazy,지민,30222391,2483608,2023.03.24,댄스/팝
2023.05.31,44,-6,Stay,"The Kid LAROI, Justin Bieber",30094193,2198878,2021.07.09,팝
2023.05.31,45,-13,Candy,NCT DREAM,30082603,2464475,2022.12.16,댄스/팝
2023.05.31,46,-11,Monologue,테이 (Tei),30007965,2433743,2022.09.18,발라드
2023.05.31,47,-10,Nxde,(여자)아이들,29450391,2452007,2022.10.17,댄스/팝
2023.05.31,48,-17,사랑하기 싫어,지아 (Zia),28791266,2478348,2023.02.24,발라드
2023.05.31,49,-3,취중고백,김민석,28036015,2291415,2021.12.19,발라드
2023.05.31,50,-6,FEARLESS,LE SSERAFIM (르세라핌),27959192,2368339,2022.05.02,댄스/팝
2023.05.31,51,+3,ELEVEN,IVE (아이브),27723580,2280458,2021.12.01,댄스/팝
2023.05.31,52,-1,오르트구름,윤하,27627654,2272169,2021.11.16,발라드
2023.05.31,53,-6,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),27576130,2360242,2022.04.20,인디
2023.05.31,54,-5,Shut Down,BLACKPINK,27473427,2431567,2022.09.16,댄스/팝
2023.05.31,55,new,Thirsty,aespa,27469500,2494724,2023.05.08,댄스/팝
2023.05.31,56,+6,TOMBOY,(여자)아이들,26865598,2338101,2022.03.14,댄스/팝
2023.05.31,57,-15,Say I Love You,우디(Woody),26509076,2465764,2022.12.21,발라드
2023.05.31,58,-15,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),26500638,2426155,2022.09.06,랩/힙합
2023.05.31,59,-9,해요 (2022),#안녕,26337934,2384550,2022.06.07,발라드
2023.05.31,60,-5,다정히 내 이름을 부르면,"경서예지, 전건호",26126924,2165559,2021.05.19,발라드
2023.05.31,61,-8,사랑하지 않아서 그랬어,임한별,26124298,2485445,2023.04.02,발라드
2023.05.31,62,-42,밤이 무서워요 (Lonely Night),주주 시크릿,25942177,2483674,2023.03.25,댄스/팝
2023.05.31,63,new,사랑..그게 뭔데,지아 (Zia),25941138,2495501,2023.05.12,발라드
2023.05.31,64,-3,Pink Venom,BLACKPINK,25506914,2415633,2022.09.16,댄스/팝
2023.05.31,65,-7,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),25127506,2396391,2022.07.09,댄스/팝
2023.05.31,66,new,Allergy,(여자)아이들,25104571,2496421,2023.05.15,댄스/팝
2023.05.31,67,-41,Nostalgia,우디(Woody),24982742,2480506,2023.03.06,댄스/팝
2023.05.31,68,-28,VIBE (feat. Jimin of BTS),태양,24657183,2469765,2023.01.13,댄스/팝
2023.05.31,69,-9,내가 아니라도,주호,23944955,2343328,2022.03.25,발라드
2023.05.31,70,new,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),23548571,2492315,2023.05.01,댄스/팝
2023.05.31,71,-1,우리들의 블루스,임영웅,23280029,2358766,2022.05.02,발라드
2023.05.31,72,-5,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,23058302,1488659,2018.03.20,발라드
2023.05.31,73,-21,Cookie,NewJeans,22574940,2407636,2022.08.01,댄스/팝
2023.05.31,74,-9,나의 X에게,경서,22530097,2362532,2022.04.24,인디
2023.05.31,75,new,잠깐 시간 될까,이무진,22009329,2495095,2023.05.09,댄스/팝
2023.05.31,76,-2,I Don`t Think That I Like Her,Charlie Puth,21968138,2432108,2022.09.16,팝
2023.05.31,77,-29,Perfume,NCT 도재정,21864415,2489243,2023.04.17,알앤비/소울
2023.05.31,78,-2,Dynamite,방탄소년단,21790722,2016166,2020.08.21,댄스/팝
2023.05.31,79,-10,발걸음,DK,21298259,2484918,2023.03.30,발라드
2023.05.31,80,-9,봄날,방탄소년단,20953853,1192402,2017.02.13,랩/힙합
2023.05.31,81,-24,Poppy (Korean Ver.),STAYC(스테이씨),20877349,2473569,2023.02.14,댄스/팝
2023.05.31,82,new,Salty & Sweet,aespa,20585385,2494723,2023.05.08,댄스/팝
